ID,model,engine_power,age_in_days,km,previous_owners,lat,lon,price,concat,len,AVGIF,SEARCH,,,,,
279,lounge,51,2892,70000,1,43.33272171,11.71932983,6900,lounge51,6,26.76301289,2,,,,,
280,pop,51,4322,120000,1,40.67237854,14.72821999,4900,pop51,3,26.85014963,2,,,,,
281,lounge,51,425,15384,1,45.51256943,10.32901001,10850,lounge51,6,106.5683159,2,,,,,
282,pop,51,2131,40000,1,45.5320015,9.28153038,7300,pop51,3,26.70338297,2,,,,,
283,pop,51,1217,58497,1,41.90322113,12.49565029,8900,pop51,3,26.59971786,2,,,,,
284,pop,51,4230,156000,3,45.67483902,9.687859535,4250,pop51,3,27.34067464,2,,,,,
285,lounge,51,1917,49000,3,45.35776901,9.612210274,7800,lounge51,6,27.24249482,2,,,,,
286,lounge,51,397,14877,3,45.46580124,8.88640976,9980,lounge51,6,101.0704422,2,,,,,
287,lounge,51,366,17642,3,38.12207031,13.36112022,11000,lounge51,6,94.29663811,2,,,,,
288,pop,51,1066,65415,3,41.10787964,14.20880985,7900,pop51,3,27.32917237,2,,,,,
289,sport,62,3013,67000,1,40.96617889,17.11647987,7500,sport62,5,30.27066469,3,,,,,
290,lounge,51,2101,61400,1,41.90322113,12.49565029,7990,lounge51,6,26.59971786,2,,,,,
291,pop,51,1066,74000,1,41.80591965,13.05401993,8900,pop51,3,26.7149849,2,,,,,
292,lounge,51,701,22000,1,44.71540833,11.30830002,10900,lounge51,6,161.8047417,2,,,,,
293,lounge,51,3105,119767,1,43.25386047,11.81614971,5800,lounge51,6,26.76750255,2,,,,,
294,lounge,51,701,10800,1,41.02598953,14.46444035,9850,lounge51,6,161.698086,2,,,,,
295,lounge,51,397,18631,1,45.51256943,10.32901001,10850,lounge51,6,100.9683159,2,,,,,
296,lounge,51,4049,135000,1,41.90322113,12.49565029,5490,lounge51,6,26.59971786,2,,,,,
297,lounge,51,425,20900,1,45.53868866,9.928310394,10500,lounge51,6,106.4933998,2,,,,,
298,lounge,51,456,15324,1,45.81275177,9.224140167,10500,lounge51,6,112.6073784,2,,,,,
299,lounge,51,397,19286,1,45.46580124,8.88640976,9980,lounge51,6,100.6704422,2,,,,,
300,lounge,51,670,32156,1,41.10787964,14.20880985,10900,lounge51,6,155.4633379,2,,,,,
301,lounge,51,1247,11000,1,45.06967926,7.704919815,9990,lounge51,6,26.19364977,2,,,,,
302,lounge,51,1066,66000,1,43.34375,11.92121029,9000,lounge51,6,26.81624007,2,,,,,
303,pop,51,3957,148700,1,41.12586975,16.86665916,4900,pop51,3,27.49813223,2,,,,,
304,pop,51,2496,99510,1,44.50883865,11.46907997,6500,pop51,3,26.99447966,2,,,,,
305,pop,51,701,37950,1,41.77008057,12.22710991,7950,pop51,3,161.3994381,2,,,,,
306,lounge,51,456,12600,1,44.90443039,8.199939728,10200,lounge51,6,112.220874,2,,,,,
307,lounge,51,397,21886,1,45.51256943,10.32901001,10850,lounge51,6,100.9683159,2,,,,,
308,pop,51,3896,60000,1,45.62141037,12.45398998,4900,pop51,3,27.51885009,2,,,,,
309,lounge,51,2282,50400,1,44.90724182,8.611559868,7900,lounge51,6,26.37970042,2,,,,,
310,lounge,51,1035,69900,1,42.14385986,12.54016018,9750,lounge51,6,26.67100501,2,,,,,
311,lounge,51,3347,133000,1,41.29956055,13.03258991,5400,lounge51,6,26.58303762,2,,,,,
312,lounge,51,397,15465,1,45.46580124,8.88640976,9980,lounge51,6,100.6704422,2,,,,,
313,pop,51,790,48461,1,41.10787964,14.20880985,8500,pop51,3,179.4633379,2,,,,,
314,lounge,51,3957,136000,1,41.15206146,15.08308983,4990,lounge51,6,27.05878782,2,,,,,
315,lounge,74,4322,170000,1,45.55812073,9.213609695,4600,lounge74,6,32.44293261,2,,,,,
316,lounge,51,1096,37000,1,45.5501709,12.07188034,9300,lounge51,6,27.40551281,2,,,,,
317,lounge,51,366,15206,1,45.51256943,10.32901001,10850,lounge51,6,94.76831589,2,,,,,
318,lounge,51,4018,83000,1,45.83068848,12.03334045,5490,lounge51,6,27.46600723,2,,,,,
319,lounge,51,366,15000,1,44.29430008,9.674440384,10500,lounge51,6,94.39374809,2,,,,,
320,lounge,51,762,24700,1,42.14385986,12.54016018,9450,lounge51,6,173.736804,2,,,,,
321,lounge,51,821,17600,1,44.76641846,8.705599785,10500,lounge51,6,185.2944036,2,,,,,
322,lounge,51,456,16043,1,45.46580124,8.88640976,9980,lounge51,6,112.4704422,2,,,,,
323,pop,51,366,5870,1,45.46796036,9.181779861,10999,pop51,3,94.52994804,2,,,,,
324,lounge,51,425,16783,1,41.90322113,12.49565029,9100,lounge51,6,106.2797743,2,,,,,
325,lounge,51,4474,108400,1,46.17649841,9.903670311,6200,lounge51,6,27.02004218,2,,,,,
326,lounge,51,3470,78000,1,40.92850113,14.20366955,6000,lounge51,6,26.78304267,2,,,,,
327,lounge,51,701,42290,1,45.02238846,7.586019993,8400,lounge51,6,161.1216817,2,,,,,
328,lounge,51,790,37819,1,45.70724869,11.4776001,9700,lounge51,6,179.8369698,2,,,,,
329,lounge,51,397,17034,1,45.51256943,10.32901001,10950,lounge51,6,100.9683159,2,,,,,
330,lounge,51,3835,100000,1,45.4054718,10.27828979,5200,lounge51,6,26.9209404,2,,,,,
331,lounge,51,366,14000,1,44.29430008,9.674440384,10500,lounge51,6,94.39374809,2,,,,,
332,lounge,51,1155,40700,1,42.14385986,12.54016018,8750,lounge51,6,26.67100501,2,,,,,
333,pop,51,1521,37500,1,45.5320015,9.28153038,8290,pop51,3,26.70338297,2,,,,,
334,lounge,51,456,26526,1,45.46580124,8.88640976,9980,lounge51,6,112.4704422,2,,,,,
335,lounge,51,425,12275,1,41.90322113,12.49565029,9100,lounge51,6,106.2797743,2,,,,,
336,lounge,51,701,37083,1,40.46537018,17.25053978,9000,lounge51,6,162.143182,2,,,,,
337,lounge,51,2223,60000,1,45.31705856,8.858699799,7700,lounge51,6,26.54393959,2,,,,,
338,pop,51,2343,95000,1,45.33407974,11.37687016,7900,pop51,3,27.17773748,2,,,,,
339,lounge,51,3684,71000,1,40.92850113,14.20366955,6000,lounge51,6,26.78304267,2,,,,,
340,lounge,51,1096,55851,1,41.90322113,12.49565029,7100,lounge51,6,26.59971786,2,,,,,
341,lounge,51,1247,22686,1,41.90322113,12.49565029,9390,lounge51,6,26.59971786,2,,,,,
342,lounge,51,425,20917,1,45.51256943,10.32901001,10850,lounge51,6,106.5683159,2,,,,,
343,lounge,51,3988,102932,2,45.6095314,10.20856953,5999,lounge51,6,27.20452523,2,,,,,
344,lounge,51,366,15000,2,44.29430008,9.674440384,10500,lounge51,6,94.59374809,2,,,,,
345,lounge,51,397,22775,2,45.46580124,8.88640976,9980,lounge51,6,100.8704422,2,,,,,
346,lounge,51,397,11997,2,45.46796036,9.181779861,9999,lounge51,6,100.929948,2,,,,,
347,lounge,51,762,29000,2,45.76464844,8.99450016,10500,lounge51,6,173.9518297,2,,,,,
348,pop,51,1155,29000,2,43.78237152,11.25498962,10900,pop51,3,27.00934029,2,,,,,
349,lounge,51,821,21877,2,46.17649841,9.903670311,10800,lounge51,6,186.0160337,2,,,,,
350,lounge,51,701,19934,2,45.13325882,7.632730007,8999,lounge51,6,161.3531978,2,,,,,
351,lounge,51,4108,138000,1,45.5501709,12.07188034,5200,lounge51,6,27.40551281,2,,,,,
352,lounge,51,456,11314,1,45.55812073,9.213609695,10900,lounge51,6,112.5543461,2,,,,,
353,lounge,51,425,17375,1,45.20227814,10.79292965,10950,lounge51,6,106.5990416,2,,,,,
354,pop,51,1066,52125,1,44.41175842,12.2040596,8900,pop51,3,27.15395451,2,,,,,
355,lounge,51,366,18000,1,44.29430008,9.674440384,10500,lounge51,6,94.39374809,2,,,,,
356,lounge,51,2557,81247,1,45.28242111,9.931300163,7500,lounge51,6,26.80343032,2,,,,,
357,lounge,51,2739,90000,1,44.79853058,10.34022045,6200,lounge51,6,26.78468776,2,,,,,
358,sport,51,3743,68833,1,44.92488098,7.330989838,5490,sport51,5,26.0639677,3,,,,,
359,pop,51,3347,85500,1,45.46796036,9.181779861,5699,pop51,3,26.66243506,2,,,,,
360,lounge,51,790,35000,1,45.76464844,8.99450016,10500,lounge51,6,179.3518297,2,,,,,
361,lounge,51,2313,80000,1,40.92850113,14.20366955,6990,lounge51,6,26.78304267,2,,,,,
362,lounge,51,762,36448,1,40.75220871,14.45341015,8579,lounge51,6,173.8411238,2,,,,,
363,sport,51,2009,125000,1,45.19305038,9.15130043,6350,sport51,5,26.5860877,3,,,,,
364,pop,51,2769,72000,1,44.13837051,12.23882008,7800,pop51,3,27.09429765,2,,,,,
365,lounge,51,1521,46980,1,45.74602127,9.049969673,8600,lounge51,6,26.69899774,2,,,,,
366,lounge,51,397,16523,1,45.20227814,10.79292965,10850,lounge51,6,100.9990416,2,,,,,
367,pop,51,2313,19500,1,44.50482178,11.34517956,7900,pop51,3,26.96250034,2,,,,,
368,lounge,51,366,17000,1,44.29430008,9.674440384,10500,lounge51,6,94.39374809,2,,,,,
369,lounge,51,2251,87000,1,45.06967926,7.704919815,5990,lounge51,6,26.19364977,2,,,,,
370,lounge,51,578,32057,1,40.9952507,17.21916008,9600,lounge51,6,137.6428822,2,,,,,
371,pop,51,366,11203,1,45.05659866,9.701760292,9900,pop51,3,94.55167179,2,,,,,
372,lounge,51,3562,128000,2,45.50944901,9.088700294,4990,lounge51,6,26.89953733,2,,,,,
373,pop,51,2131,90000,1,41.90322113,12.49565029,6500,pop51,3,26.59971786,2,,,,,
374,lounge,51,731,33665,1,40.75220871,14.45341015,9979,lounge51,6,167.6411238,2,,,,,
375,lounge,51,3804,78000,1,45.59614944,8.915809631,6600,lounge51,6,26.62798977,2,,,,,
376,lounge,51,701,13100,1,43.06753159,12.55154991,10500,lounge51,6,161.7238163,2,,,,,
377,lounge,51,1096,64944,1,41.90322113,12.49565029,7100,lounge51,6,26.59971786,2,,,,,
378,pop,51,2616,122000,1,45.66228104,9.631299973,5900,pop51,3,26.82339525,2,,,,,
379,lounge,51,397,18877,1,45.20227814,10.79292965,10850,lounge51,6,100.9990416,2,,,,,
380,lounge,51,1521,55886,1,40.85889816,14.35719013,8500,lounge51,6,26.80402207,2,,,,,
381,lounge,51,366,19000,1,44.29430008,9.674440384,10500,lounge51,6,94.39374809,2,,,,,
382,pop,51,397,17500,1,42.10467911,14.70598984,9800,pop51,3,101.1621338,2,,,,,
383,lounge,51,790,17200,1,45.64250183,12.16362,9800,lounge51,6,179.9612244,2,,,,,
384,lounge,51,578,32057,1,44.50482178,11.34517956,9600,lounge51,6,137.1700003,2,,,,,
385,lounge,51,1005,22376,1,41.90322113,12.49565029,10900,lounge51,6,26.59971786,2,,,,,
386,pop,77,2251,52000,2,45.50944901,9.088700294,8500,pop77,3,33.39953733,2,,,,,
387,pop,51,1858,75000,2,45.64123917,11.55618,9999,pop51,3,27.54935479,2,,,,,
388,lounge,51,731,33280,2,40.75220871,14.45341015,9980,lounge51,6,167.8411238,2,,,,,
389,lounge,51,701,23900,1,45.50442123,12.03608036,9800,lounge51,6,162.1081003,2,,,,,
390,pop,51,701,40000,1,45.77859116,8.946249962,8000,pop51,3,161.5449682,2,,,,,
391,lounge,51,1096,57262,1,41.90322113,12.49565029,7100,lounge51,6,26.59971786,2,,,,,
392,lounge,51,762,12816,1,45.81275177,9.224140167,10300,lounge51,6,173.8073784,2,,,,,
393,lounge,51,397,15003,1,45.20227814,10.79292965,10850,lounge51,6,100.9990416,2,,,,,
394,lounge,51,2435,81631,1,45.82556152,12.20979023,7400,lounge51,6,27.50883794,2,,,,,
395,lounge,51,366,17000,1,44.29430008,9.674440384,10500,lounge51,6,94.39374809,2,,,,,
396,pop,51,366,18818,1,45.02238846,7.586019993,8990,pop51,3,94.12168169,2,,,,,
397,lounge,51,821,10800,1,45.64250183,12.16362,9800,lounge51,6,186.1612244,2,,,,,
398,lounge,51,578,32057,1,43.78237152,11.25498962,9600,lounge51,6,137.0074722,2,,,,,
399,lounge,51,1035,69900,1,41.90322113,12.49565029,9750,lounge51,6,26.59971786,2,,,,,
400,lounge,51,3258,155000,1,43.33272171,11.71932983,6500,lounge51,6,26.76301289,2,,,,,
401,lounge,51,762,36448,1,41.80298996,12.59893036,8580,lounge51,6,173.6803841,2,,,,,
402,lounge,62,1917,36000,1,45.70059967,9.2084198,9900,lounge62,6,29.47725487,2,,,,,
403,pop,51,2162,117183,1,44.05541992,12.57003975,6000,pop51,3,27.15636492,2,,,,,
404,lounge,62,2282,69000,1,46.16872025,12.70748997,7800,lounge62,6,30.46905256,2,,,,,
405,lounge,51,456,14000,1,40.8401413,14.25226021,9499,lounge51,6,112.6184803,2,,,,,
406,lounge,51,1583,29064,1,45.51256943,10.32901001,9500,lounge51,6,26.96039486,2,,,,,
407,lounge,51,762,41783,1,43.78237152,11.25498962,9450,lounge51,6,173.8074722,2,,,,,
408,lounge,51,366,16000,1,44.29430008,9.674440384,10500,lounge51,6,94.39374809,2,,,,,
409,lounge,51,456,13900,1,44.06312943,12.44701004,10900,lounge51,6,112.9020279,2,,,,,
410,lounge,51,670,16000,1,44.55202866,7.725810051,10450,lounge51,6,154.8555677,2,,,,,
411,lounge,51,578,32057,1,40.82139969,14.12238026,9600,lounge51,6,136.988756,2,,,,,
412,lounge,51,1521,19446,1,45.59614944,8.915809631,10600,lounge51,6,26.62798977,2,,,,,
413,sport,51,3439,147448,1,45.32001114,10.57859039,4990,sport51,5,26.97465038,3,,,,,
414,lounge,51,1096,15000,1,44.99895096,9.103429794,9490,lounge51,6,26.52559519,2,,,,,
415,lounge,51,731,33665,1,41.80298996,12.59893036,9980,lounge51,6,167.4803841,2,,,,,
416,lounge,51,397,13988,1,45.35438919,11.86925983,10500,lounge51,6,101.2447298,2,,,,,
417,lounge,51,456,18400,1,44.06312943,12.44701004,10900,lounge51,6,112.9020279,2,,,,,
418,lounge,51,670,18560,1,45.81275177,9.224140167,10300,lounge51,6,155.4073784,2,,,,,
419,lounge,51,397,16218,1,45.51256943,10.32901001,10850,lounge51,6,100.9683159,2,,,,,
420,lounge,51,790,40298,1,43.78237152,11.25498962,9450,lounge51,6,179.4074722,2,,,,,
421,lounge,51,366,15000,1,44.29430008,9.674440384,10500,lounge51,6,94.39374809,2,,,,,
422,lounge,51,456,19900,1,44.06312943,12.44701004,10900,lounge51,6,112.9020279,2,,,,,
423,lounge,51,1127,13000,1,45.76464844,8.99450016,9500,lounge51,6,26.68978715,2,,,,,
424,lounge,51,578,32057,1,38.12207031,13.36112022,9600,lounge51,6,136.2966381,2,,,,,
425,lounge,51,1521,21381,1,45.59614944,8.915809631,10600,lounge51,6,26.62798977,2,,,,,
426,lounge,51,790,17708,1,41.90322113,12.49565029,8100,lounge51,6,179.2797743,2,,,,,
427,lounge,51,701,18000,1,44.99895096,9.103429794,10590,lounge51,6,161.4204762,2,,,,,
428,lounge,51,731,33665,1,41.80298996,12.59893036,9980,lounge51,6,167.4803841,2,,,,,
429,lounge,51,4383,125000,1,40.83581161,14.50440979,4690,lounge51,6,26.83505535,2,,,,,
430,lounge,51,456,17600,1,44.06312943,12.44701004,10900,lounge51,6,112.9020279,2,,,,,
431,pop,51,2374,110000,1,44.69559097,10.64124966,6599,pop51,3,26.83421016,2,,,,,
432,lounge,51,2527,95000,1,36.85583878,14.76047039,7500,lounge51,6,25.90407729,2,,,,,
433,lounge,51,397,15075,1,45.51256943,10.32901001,10850,lounge51,6,100.9683159,2,,,,,
434,lounge,51,790,45381,1,43.78237152,11.25498962,9450,lounge51,6,179.4074722,2,,,,,
435,pop,51,762,18600,1,41.29956055,13.03258991,10600,pop51,3,173.6664301,2,,,,,
436,lounge,51,456,10500,1,44.06312943,12.44701004,10900,lounge51,6,112.9020279,2,,,,,
437,lounge,51,2527,114000,1,45.51205063,10.42700958,7950,lounge51,6,26.98476505,2,,,,,
438,lounge,51,578,32057,1,45.00674057,8.924189568,9600,lounge51,6,136.786186,2,,,,,
439,lounge,51,790,15478,1,45.06967926,7.704919815,9900,lounge51,6,178.9549198,2,,,,,
440,lounge,51,1858,81042,1,40.74824142,14.52834988,8990,lounge51,6,26.81914783,2,,,,,
441,sport,74,4322,170000,1,45.55812073,9.213609695,4900,sport74,5,32.44293261,3,,,,,
442,lounge,51,762,36448,1,45.5712204,9.159139633,8980,lounge51,6,173.746072,2,,,,,
443,lounge,51,3347,72000,1,45.7832489,12.48812008,6900,lounge51,6,27.56784225,2,,,,,
444,lounge,51,456,24500,1,44.06312943,12.44701004,10900,lounge51,6,112.9020279,2,,,,,
445,lounge,51,3743,50432,1,45.06967926,7.704919815,6200,lounge51,6,26.19364977,2,,,,,
446,pop,51,1886,119000,1,40.85889816,14.35719013,7490,pop51,3,26.80402207,2,,,,,
447,lounge,51,425,16562,1,45.51256943,10.32901001,10950,lounge51,6,106.5683159,2,,,,,
448,lounge,51,790,38974,1,43.78237152,11.25498962,9450,lounge51,6,179.4074722,2,,,,,
449,lounge,51,3562,82000,1,45.50054932,9.326600075,5900,lounge51,6,26.70678735,2,,,,,
450,lounge,51,2313,56600,3,45.13167191,8.449170113,7950,lounge51,6,26.89521051,2,,,,,
451,lounge,51,701,22794,3,41.10787964,14.20880985,9600,lounge51,6,162.0633379,2,,,,,
452,lounge,51,578,32057,1,39.21453857,9.110489845,9600,lounge51,6,135.6650057,2,,,,,
453,lounge,51,790,18156,1,40.67348099,14.77124977,10500,lounge51,6,179.4889462,2,,,,,
454,pop,51,4018,95156,1,45.0007019,7.68227005,5900,pop51,3,26.17074299,2,,,,,
455,lounge,51,4018,113000,1,40.91917038,14.15332031,4400,lounge51,6,26.76812267,2,,,,,
456,lounge,51,731,29830,1,45.5712204,9.159139633,9980,lounge51,6,167.546072,2,,,,,
457,lounge,51,456,14800,1,44.06312943,12.44701004,10900,lounge51,6,112.9020279,2,,,,,
458,lounge,51,701,17000,1,45.60689163,9.306619644,9900,lounge51,6,161.5827023,2,,,,,
459,lounge,51,2101,82000,1,45.14241028,10.01521015,6700,lounge51,6,26.78940511,2,,,,,
460,lounge,51,397,15628,1,45.51256943,10.32901001,10850,lounge51,6,100.9683159,2,,,,,
461,lounge,51,790,39865,1,43.78237152,11.25498962,9450,lounge51,6,179.4074722,2,,,,,
462,pop,51,2313,106500,1,45.50329971,11.41784,6800,pop51,3,27.23028493,2,,,,,
463,lounge,51,762,15800,1,45.64250183,12.16362,9800,lounge51,6,174.3612244,2,,,,,
464,sport,51,3957,38000,1,45.58409119,9.270959854,5490,sport51,5,26.71376276,3,,,,,
465,lounge,51,762,12161,1,37.51858139,15.00710964,10800,lounge51,6,173.3051382,2,,,,,
466,pop,51,2282,69159,1,41.90322113,12.49565029,9200,pop51,3,26.59971786,2,,,,,
467,pop,51,2070,57000,1,45.46796036,9.181779861,7900,pop51,3,26.66243506,2,,,,,
468,lounge,51,731,36303,1,45.5712204,9.159139633,9980,lounge51,6,167.546072,2,,,,,
469,lounge,51,456,11700,1,44.06312943,12.44701004,10900,lounge51,6,112.9020279,2,,,,,
470,lounge,51,578,21500,1,43.96585083,12.60208035,9500,lounge51,6,137.3135862,2,,,,,
471,lounge,51,731,25900,1,45.06967926,7.704919815,8850,lounge51,6,167.1549198,2,,,,,
472,lounge,51,425,17375,1,45.51256943,10.32901001,10950,lounge51,6,106.5683159,2,,,,,
473,lounge,51,790,46620,1,43.78237152,11.25498962,9450,lounge51,6,179.4074722,2,,,,,
474,lounge,51,4200,97000,1,45.40943909,11.87170982,4700,lounge51,6,27.32028723,2,,,,,
475,pop,51,1005,60879,1,45.58409119,9.270959854,8350,pop51,3,26.71376276,2,,,,,
476,pop,51,640,30000,1,45.06967926,7.704919815,8900,pop51,3,148.9549198,2,,,,,
477,lounge,51,425,18276,1,38.31806946,16.39489937,11000,lounge51,6,106.3425938,2,,,,,
478,lounge,51,3500,38431,1,41.90322113,12.49565029,7500,lounge51,6,26.59971786,2,,,,,
479,lounge,51,3074,103000,1,45.46796036,9.181779861,6900,lounge51,6,26.66243506,2,,,,,
480,pop,51,1827,47000,2,40.40106964,15.59286976,6990,pop51,3,27.24848485,2,,,,,
481,lounge,51,456,17000,2,44.06312943,12.44701004,10900,lounge51,6,113.1020279,2,,,,,
482,pop,51,3197,120000,2,40.17470169,18.16762924,7900,pop51,3,27.83558273,2,,,,,
483,sport,51,3835,129892,2,45.06967926,7.704919815,4490,sport51,5,26.44364977,3,,,,,
484,lounge,51,397,18877,2,45.51256943,10.32901001,10850,lounge51,6,101.1683159,2,,,,,
485,lounge,51,790,41572,2,43.78237152,11.25498962,9450,lounge51,6,179.6074722,2,,,,,
486,pop,51,882,24626,1,45.54444122,10.32971954,8990,pop51,3,197.9748322,2,,,,,
487,lounge,51,1492,50400,1,43.06753159,12.55154991,9500,lounge51,6,26.90477038,2,,,,,
488,lounge,51,425,20636,1,45.35776901,9.612210274,10650,lounge51,6,106.3939959,2,,,,,
489,lounge,51,3258,100000,2,40.82139969,14.12238026,6490,lounge51,6,26.98594499,2,,,,,
490,lounge,51,2101,18205,2,41.90322113,12.49565029,9700,lounge51,6,26.84971786,2,,,,,
491,pop,51,1797,39000,1,40.6095314,14.98093033,7999,pop51,3,26.89761543,2,,,,,
492,pop,51,670,9000,1,44.98873901,9.010499954,11090,pop51,3,155.1998478,2,,,,,
493,lounge,51,456,29850,1,44.06312943,12.44701004,10900,lounge51,6,112.9020279,2,,,,,
494,lounge,51,4049,104300,1,44.90724182,8.611559868,6800,lounge51,6,26.37970042,2,,,,,
495,lounge,51,456,13375,1,41.90322113,12.49565029,10800,lounge51,6,112.4797743,2,,,,,
496,lounge,51,397,15003,1,45.51256943,10.32901001,10850,lounge51,6,100.9683159,2,,,,,
497,pop,51,790,38718,1,43.78237152,11.25498962,10450,pop51,3,179.4074722,2,,,,,
498,lounge,51,397,17488,1,40.96757126,14.20794964,10200,lounge51,6,100.8351042,2,,,,,
499,lounge,51,425,24281,1,45.43811035,12.31814957,10800,lounge51,6,106.951252,2,,,,,
500,lounge,51,701,25076,1,45.51256943,10.32901001,10450,lounge51,6,161.7683159,2,,,,,
501,lounge,51,2527,25191,1,41.90322113,12.49565029,8800,lounge51,6,26.59971786,2,,,,,
502,lounge,51,1155,38197,1,41.90322113,12.49565029,8899,lounge51,6,26.59971786,2,,,,,
503,pop,51,1461,87066,1,44.50883865,11.46907997,7450,pop51,3,26.99447966,2,,,,,
504,lounge,51,456,21200,1,44.06312943,12.44701004,10900,lounge51,6,112.9020279,2,,,,,
505,lounge,51,3378,25800,1,41.46273041,12.90528011,7400,lounge51,6,26.59200263,2,,,,,
506,lounge,51,456,11186,1,41.90322113,12.49565029,10800,lounge51,6,112.4797743,2,,,,,
507,lounge,51,701,45550,1,41.77008057,12.22710991,9590,lounge51,6,161.3994381,2,,,,,
508,lounge,51,670,21971,1,43.78237152,11.25498962,9450,lounge51,6,155.4074722,2,,,,,
509,lounge,51,790,42000,1,45.06967926,7.704919815,8900,lounge51,6,178.9549198,2,,,,,
510,lounge,51,762,20000,1,45.21540833,7.633669853,9800,lounge51,6,173.3698156,2,,,,,
511,lounge,51,487,56779,1,45.40943909,11.87170982,10500,lounge51,6,119.2562298,2,,,,,
512,pop,51,3500,80320,1,41.90322113,12.49565029,7000,pop51,3,26.59971786,2,,,,,
513,lounge,51,3013,143000,1,45.73326111,8.453169823,6500,lounge51,6,26.54660773,2,,,,,
514,lounge,51,762,19600,1,45.53868866,9.928310394,9800,lounge51,6,173.8933998,2,,,,,
515,pop,51,366,15626,1,45.02238846,7.586019993,8990,pop51,3,94.12168169,2,,,,,
516,pop,51,2251,90000,2,45.78366852,8.967240334,6400,pop51,3,26.93772721,2,,,,,
517,lounge,51,456,11569,1,41.90322113,12.49565029,10800,lounge51,6,112.4797743,2,,,,,
518,pop,51,731,19675,1,45.35438919,11.86925983,9000,pop51,3,168.0447298,2,,,,,
519,lounge,51,1705,65000,1,45.46350098,9.913140297,6900,lounge51,6,26.84416032,2,,,,,
520,pop,51,1858,33000,1,45.61695862,9.422280312,9800,pop51,3,26.75980973,2,,,,,
521,lounge,51,1492,64600,1,45.49222946,12.1016798,8300,lounge51,6,27.39847732,2,,,,,
522,lounge,51,701,27000,1,45.60689163,9.306619644,9700,lounge51,6,161.5827023,2,,,,,
523,lounge,51,425,18443,1,43.23400116,12.78215027,10800,lounge51,6,106.6032303,2,,,,,
524,lounge,51,425,3600,1,40.69556046,14.48085022,9490,lounge51,6,106.4352821,2,,,,,
525,lounge,51,3562,80646,1,41.90322113,12.49565029,6800,lounge51,6,26.59971786,2,,,,,
526,lounge,51,2616,45000,1,45.53725052,9.371049881,7950,lounge51,6,26.7270751,2,,,,,
527,lounge,51,2616,56400,1,45.7832489,12.48812008,6900,lounge51,6,27.56784225,2,,,,,
528,lounge,51,425,13111,1,45.02238846,7.586019993,9990,lounge51,6,105.9216817,2,,,,,
529,sport,51,517,43000,1,45.53659058,10.23204041,10800,sport51,5,124.9537262,3,,,,,
530,lounge,51,2892,104000,1,45.70059967,9.088769913,6800,lounge51,6,26.6973424,2,,,,,
531,lounge,51,762,20000,1,43.95793152,11.38619041,9400,lounge51,6,173.8688244,2,,,,,
532,lounge,51,670,19956,1,45.43811035,12.31814957,9800,lounge51,6,155.951252,2,,,,,
533,pop,51,1127,80858,1,41.10787964,14.20880985,7900,pop51,3,26.82917237,2,,,,,
534,lounge,51,2192,105000,1,45.52046967,10.8868103,8500,lounge51,6,27.10181999,2,,,,,
535,pop,51,2922,31350,1,43.78451157,10.92465973,6500,pop51,3,26.67729283,2,,,,,
536,sport,51,609,35000,1,45.65016174,9.205189705,10500,sport51,5,143.1710703,3,,,,,
537,lounge,51,943,25006,1,45.60054016,7.796450138,10900,lounge51,6,209.6793981,2,,,,,
538,lounge,62,3013,101417,1,41.90322113,12.49565029,7900,lounge62,6,29.34971786,2,,,,,
539,lounge,51,4535,124000,1,45.06967926,7.704919815,4450,lounge51,6,26.19364977,2,,,,,
540,lounge,51,1096,63500,1,46.79201889,11.98031998,9900,lounge51,6,27.69308472,2,,,,,
541,lounge,51,2131,44659,1,38.12207031,13.36112022,8900,lounge51,6,25.87079763,2,,,,,
542,pop,51,4353,104000,1,45.63330841,9.587340355,4300,pop51,3,26.80516219,2,,,,,
543,lounge,51,1431,68000,1,45.42092133,8.940649986,8800,lounge51,6,26.59039283,2,,,,,
544,pop,51,1278,27970,1,45.31705856,8.858699799,9400,pop51,3,26.54393959,2,,,,,
545,lounge,51,3166,72185,1,45.76396942,9.106980324,6500,lounge51,6,26.71773744,2,,,,,
546,lounge,51,790,24000,1,45.43811035,12.31814957,9800,lounge51,6,179.951252,2,,,,,
547,lounge,51,366,15951,1,45.06967926,7.704919815,9900,lounge51,6,94.15491982,2,,,,,
548,lounge,51,1797,44000,1,45.52672958,10.83778954,10900,lounge51,6,27.09112978,2,,,,,
549,lounge,51,3865,72000,1,45.67340088,9.926890373,7800,lounge51,6,26.90007281,2,,,,,
550,lounge,51,3712,149000,1,45.6563797,9.50508976,5490,lounge51,6,26.79036737,2,,,,,
551,lounge,51,3319,51034,1,41.90322113,12.49565029,8300,lounge51,6,26.59971786,2,,,,,
552,lounge,51,790,16000,1,40.85470963,14.37921047,10500,lounge51,6,179.446784,2,,,,,
553,lounge,74,4658,135000,1,40.83581161,14.50440979,4490,lounge74,6,32.58505535,2,,,,,
554,lounge,51,578,12982,1,45.46796036,9.181779861,10800,lounge51,6,136.929948,2,,,,,
555,lounge,51,852,38020,1,45.46796036,9.181779861,9490,lounge51,6,191.729948,2,,,,,
556,pop,51,366,19000,1,45.49541855,12.15649033,10490,pop51,3,95.13038178,2,,,,,
557,sport,51,1886,107500,1,45.53371811,9.231049538,8500,sport51,5,26.69119191,3,,,,,
